subject,sessionIndex,rep,mean_ht,std_ht,mean_ft,std_ft,cps,mean_dist_weighted_ft,mean_p1_p3_tri,p1_p2_mean,p2_p3_mean,ht_a,ht_b,ht_c,ht_d,ht_e,ht_f,ht_g,ht_h,ht_i,ht_j,ht_k,ht_l,ht_m,ht_n,ht_o,ht_p,ht_q,ht_r,ht_s,ht_t,ht_u,ht_v,ht_w,ht_x,ht_y,ht_z,ht_0,ht_1,ht_2,ht_3,ht_4,ht_5,ht_6,ht_7,ht_8,ht_9
Background_Noise,1,11,0.12104980395140266,0.05,0.14962966106022843,0.08,4.0,0.2,0.3,0.15,0.15,0.1391054471569184,0.11461342197554361,0.13419863350052338,0.14188423995296168,0.11901116640040729,0.10885387835275136,0.12057583326855273,0.11216719951258387,0.11856448556185349,0.0670587399519067,0.11119600214562822,0.08852137972038522,0.10301289706928159,0.11096122856804183,0.10878050843005536,0.12349150839706154,0.10990251271933532,0.08624360387646564,0.11110067389202702,0.11265208558994097,0.15015842708632268,0.11328806752045494,0.08719182171673433,0.10715465570641729,0.11410404823594825,0.09648958023436188,0.1245473953479684,0.11491093177073539,0.1261959927867219,0.09307763789344636,0.14029881911865202,0.11024210352740739,0.11935119173998124,0.14623123269799032,0.09088772925928099,0.10315680519101178
Background_Noise,1,12,0.12749354167344742,0.05,0.15758131132771963,0.08,4.0,0.2,0.3,0.15,0.15,0.1252695547218648,0.09456287658019027,0.09399635463029346,0.14448342700338718,0.0819685064686681,0.11782945917021449,0.09243552335345372,0.13263140092939485,0.1323089683336731,0.12198190794019877,0.1295171169699812,0.11654657665176273,0.10904335331239919,0.09634226458968259,0.06209581711127929,0.08106260264787776,0.12177147091345243,0.12370002254680545,0.10352627062545318,0.11979570073846407,0.12764521965292647,0.13033998818983902,0.15371038841991874,0.06285928381097974,0.12222802914395031,0.11742919578096495,0.09267939033868018,0.13178419852485393,0.09719245373662402,0.06960337513389961,0.08634833188364414,0.11015409044126817,0.13245161957736545,0.11328148455522,0.12352952379820333,0.10587647086567818
Background_Noise,1,13,0.1226856605371909,0.05,0.1682021700130105,0.08,4.0,0.2,0.3,0.15,0.15,0.11117609488385677,0.10521159554228912,0.1060816421549469,0.09542365973546263,0.12311463514163118,0.1360906816045597,0.11216925525836147,0.10548859391123983,0.09110289696641134,0.10999767053783788,0.11110647283890351,0.10431318717065739,0.11300383763635626,0.10671029043143965,0.09157572563303439,0.13743765994774773,0.07915822794434407,0.08692735434240118,0.10658792476700625,0.07941117571607408,0.07960977606649709,0.10516755983275519,0.11709836416747202,0.12017813504738926,0.1249176641476037,0.11815623668441903,0.05627823559922281,0.10955827691981583,0.08791660680701897,0.09870537298162779,0.0791708476183931,0.11453781276361381,0.10755304296250884,0.15009250316873465,0.11947959533824051,0.10871666549385404
Background_Noise,1,14,0.10906745752403066,0.05,0.15987996251168585,0.08,4.0,0.2,0.3,0.15,0.15,0.11565458169837514,0.11815914875585666,0.12522001445244416,0.106559054341672,0.1378090224372261,0.11193184369938472,0.10733584691951444,0.08920669300913937,0.10047631906002201,0.11613069863317806,0.11931018741399113,0.11679050071470964,0.11277211762861777,0.11312972865633926,0.1399869722461516,0.1077097288529493,0.12054131916210441,0.08380546026443339,0.10299304617768236,0.11420229252033741,0.10140376422145617,0.08976552562359867,0.08418956168555067,0.13754693184632835,0.11618499199601892,0.0824911588626551,0.09559774501333382,0.1274154787021519,0.16007119099556089,0.10056490774101623,0.0911645114516492,0.09719615669391131,0.11616948495426029,0.09738646240106037,0.08134849159720908,0.09633385642736461
Background_Noise,1,15,0.10639781660911937,0.05,0.13940740982361646,0.08,4.0,0.2,0.3,0.15,0.15,0.09236605579318431,0.1399247686834851,0.13239639368921619,0.14133247184468636,0.0975565307579431,0.10466266340173723,0.13033724479291772,0.09853366995896563,0.09572099326565957,0.10358862394969079,0.13467778103203334,0.11453238246561817,0.11171385814396136,0.09981190942520328,0.10811314773969236,0.1321851419983933,0.08900717571088515,0.12530459698333532,0.10111964272171328,0.10608616123092657,0.09079184683342789,0.14326827395672637,0.10662213617487853,0.07711054135275588,0.1022382595065071,0.12169082893518665,0.09946989060613924,0.0918632561298943,0.09815997843034327,0.14053100127262114,0.07075291271549189,0.0986950175594879,0.1312327272595758,0.09752917391105786,0.10493769563821692,0.12207645208251959
Background_Noise,1,16,0.111163374725168,0.05,0.15075043010428746,0.08,4.0,0.2,0.3,0.15,0.15,0.10403697438849754,0.10160341226133864,0.0889913465061758,0.10693071816994877,0.11728974859299747,0.11915739985233655,0.14582054963123128,0.09023759988646558,0.08942948625222603,0.12011537729618789,0.12131615523799655,0.13595764837236338,0.10345554359813545,0.10381808291881357,0.10634496443413616,0.09498487389816151,0.1074679930574899,0.11649702943394132,0.11554927085224745,0.10606642626387008,0.08776337047338527,0.12938826480243268,0.09633969553674045,0.10092755757241584,0.10048163546678804,0.09142684225539788,0.10348886163357257,0.08004844683498921,0.10086195847585804,0.13041974653231694,0.09732696832273888,0.1193840104144885,0.11178165123115623,0.08045178796868835,0.10560362073652385,0.12048444561793686
Background_Noise,1,17,0.10691876483841438,0.05,0.14614621121562046,0.08,4.0,0.2,0.3,0.15,0.15,0.11023280538586089,0.09227073732232738,0.1251944154571222,0.0860744862286737,0.09511081093158429,0.10496256583392796,0.1056535982441294,0.1311627718477485,0.08666429812009016,0.10113274600418021,0.13315504291701968,0.10402561437077493,0.10539818157246367,0.12437582445795876,0.09756572398739599,0.12309328708890226,0.14782351006372318,0.1085365979715306,0.08590316625021265,0.1034036363811358,0.06968167311820642,0.1176364877074245,0.09249212362623438,0.10342591197002743,0.1579873838240441,0.12626540900667316,0.1167731868867114,0.09221276221274727,0.09019307064602411,0.07742146155951421,0.13290757832611147,0.11935188079350677,0.11616541396387113,0.13283645200005637,0.12376310140206981,0.08756483969484624
Background_Noise,1,18,0.12089931179587732,0.05,0.12039109497791875,0.08,4.0,0.2,0.3,0.15,0.15,0.092924008588216,0.11039477327539124,0.09069127964002482,0.1436263625708153,0.08120798507997558,0.10756177800220222,0.10151455641141244,0.11878630293607781,0.10073053687614614,0.15771645592502073,0.12336757785390658,0.09084840453000534,0.09245710768932747,0.09154330055652685,0.11512483913026353,0.11856106647102647,0.09898693989802575,0.11175390783265536,0.12334092343341045,0.1050984780869869,0.12915458749335706,0.09605487727671518,0.07917756013586023,0.10100738858847291,0.10568442951462281,0.1514973250814405,0.10286722990901061,0.13269881764089242,0.12685807105197472,0.13035347531630886,0.12917502979071646,0.10053124689418605,0.06493958164552407,0.08696706590017124,0.08842444823868378,0.0915945176872941
Background_Noise,1,19,0.12146017632733468,0.05,0.13014082542356967,0.08,4.0,0.2,0.3,0.15,0.15,0.1119425723606484,0.11207331616709251,0.11832326054423693,0.10947505269764259,0.1497284412805122,0.1495186853888546,0.13448714438570084,0.10860227842201621,0.09478271461862783,0.14568310456720002,0.10339325252916493,0.08191267797168889,0.12493784583851761,0.11454282919723711,0.12058736803221003,0.08198961652010324,0.10655772194969383,0.13320623556182068,0.12439462674090314,0.14050151289890142,0.1003460958478625,0.1720993844563993,0.11556133950268054,0.12356061467618576,0.13965481886089545,0.09635965653643633,0.13069146588147623,0.10603838867352472,0.1127800750648107,0.12112591333537184,0.11718692011396223,0.08766497559353563,0.10853246953273299,0.1173961085980876,0.12002743788083475,0.10889787680585589
Background_Noise,1,20,0.13765347001229306,0.05,0.15236068189192065,0.08,4.0,0.2,0.3,0.15,0.15,0.11177059254950357,0.10127280525064228,0.10139339783114873,0.10751633669380681,0.13050305183474192,0.11366582259130739,0.11538101546049824,0.0826105366075354,0.12180784780362795,0.09981520169482408,0.13341423237053945,0.1338042869462766,0.10031334063100718,0.09310829421325831,0.15224470970803983,0.13378366288418264,0.12622274324507748,0.09705295124695933,0.11495418897890353,0.13457765382662007,0.1309948705584602,0.09381048694120772,0.1254332838395198,0.12219839898194552,0.1330741961091082,0.1491014063079581,0.14254863958833847,0.11627626679182165,0.1340265681727868,0.08937508015875859,0.07809020847781487,0.12569197856725417,0.12348116731290745,0.0923954125923378,0.09871738168737962,0.08052309735622581
Background_Noise,1,21,0.1172728074726927,0.05,0.12643056458880936,0.08,4.0,0.2,0.3,0.15,0.15,0.09083980268618398,0.10665000791771262,0.14225731948902587,0.12180414542287041,0.12754407705232096,0.1667566592313487,0.11223078296572958,0.15181184621145738,0.105623991040856,0.1150822332485875,0.08746985400859376,0.1362997167330172,0.1070550402438375,0.08418944366553964,0.12025199164993064,0.09146812650160624,0.13122211115292612,0.10902948344019332,0.10970058249688483,0.09056206506314321,0.10023942319348218,0.12693719274619672,0.07388887266064004,0.10615857720581724,0.10019477635813326,0.09811857231120016,0.09824774070354308,0.13455265080921527,0.10380295907086912,0.09869774425757313,0.11940927463522147,0.11512287645307005,0.08128073018816691,0.12343903202866872,0.09304363877379518,0.08715685966494711
Background_Noise,1,22,0.11899825206536234,0.05,0.14403395974776959,0.08,4.0,0.2,0.3,0.15,0.15,0.13455174273728862,0.08869780036830663,0.08614689943984835,0.08118034303263734,0.13045435317613377,0.11679435223277361,0.06904739776074423,0.10017178477066165,0.07920160756686999,0.11379793805212829,0.11188399630348382,0.12374313768760495,0.14455666433629819,0.10965110602234422,0.08444470361540031,0.09596784887456193,0.09570492138312618,0.13588839561774252,0.14679500152792146,0.08902584194186235,0.1286939679900303,0.09312308981353902,0.13489163447757063,0.11498908728061116,0.10778230612697255,0.08061917865562729,0.12445239528429614,0.11734613672856228,0.11426872915863916,0.11271370475942236,0.11095405007275559,0.13836630651418383,0.09580967641777725,0.08533280116924408,0.12970996882163585,0.10390999424942875
Background_Noise,1,23,0.11965681177106685,0.05,0.16809257427380547,0.08,4.0,0.2,0.3,0.15,0.15,0.11943797667348886,0.12361849333828043,0.09822197992672982,0.12485792861729333,0.07297033955731785,0.08977555499040354,0.10157046465883046,0.11430509941044283,0.06389060076553062,0.09813088246933861,0.07000706629277095,0.09009816164862969,0.11146535322979895,0.09443435597344305,0.10175232473427903,0.1219722682700075,0.11413051989254606,0.10713675864978965,0.09014153245090871,0.11451563074693204,0.13707917999108243,0.12003195784083262,0.10612856223719783,0.08985821564391122,0.11305877680874044,0.12633322468792862,0.09514122333001344,0.11748190428085079,0.11930094706224023,0.09986794332617924,0.1037471129515879,0.09515112348307192,0.09603471594153667,0.09069695098002574,0.1387057864522493,0.06793397045950034
Background_Noise,1,24,0.12916902586999932,0.05,0.12961323533207963,0.08,4.0,0.2,0.3,0.15,0.15,0.10444577102235329,0.09908957710802946,0.07667446805040623,0.11922761184795025,0.11246650321323991,0.09601476329009019,0.10220060504890519,0.11825024748251795,0.07472017143521953,0.09244484374764009,0.1194920719026062,0.147943999673128,0.10974061173963695,0.0918643023231345,0.09283859557031497,0.07722766316251717,0.11288020489636998,0.1270723911024268,0.10975795089012293,0.1088956761914907,0.12376594037842684,0.10980741483631445,0.12257872953441351,0.12496158750818753,0.09174244814385027,0.09918592252654466,0.1288615951575192,0.14487086016600748,0.0999429213779906,0.11286864924789314,0.12288760875286799,0.14238862608376668,0.12973284390528103,0.10577317484946645,0.1391181551443168,0.07601630802940129
Background_Noise,1,25,0.1246383162180263,0.05,0.15039386396701246,0.08,4.0,0.2,0.3,0.15,0.15,0.14904772071659694,0.12823556015668028,0.11833071748229128,0.09697573554216496,0.0929781354817003,0.12088703484971405,0.11961867813956227,0.14559206551586948,0.11075952740972776,0.10630695809918106,0.06711334265494112,0.09863982478079071,0.06927901217293214,0.12549674593285182,0.1625635051151138,0.08686893054878217,0.13933552280595365,0.06890961655346464,0.10242355070204594,0.10515853860456209,0.12942067701319693,0.08552366819619812,0.11675893495032377,0.11034755672878384,0.15214382065923582,0.08338664162294263,0.11240622051582201,0.12608593430420084,0.11900272329402992,0.11721661509282538,0.12681716784500377,0.09983620921020023,0.12033563797453188,0.11792263929273218,0.11282771589418787,0.08801718675995678
Background_Noise,1,26,0.1262951643745764,0.05,0.15933778218990866,0.08,4.0,0.2,0.3,0.15,0.15,0.1233906653000726,0.12637997586504937,0.1087231244642932,0.10454052692833088,0.10391520008712825,0.08510215917589582,0.10668357976927395,0.09867034682843691,0.11227343709960669,0.09866657050390898,0.14664967357912895,0.12716566743936275,0.11849485251107081,0.11064483555850893,0.11286857803005748,0.1302173530224176,0.12266432244248585,0.10741693234136225,0.09184779244321717,0.09957424295560614,0.09855133108781221,0.06834394722641046,0.08856312356875357,0.1384876780540014,0.11751792691904443,0.12367809578163437,0.06866101042636233,0.10258746188239609,0.12657642190137533,0.09261828417529869,0.07467389208808062,0.09415614091857828,0.11376539961331578,0.1256487752057296,0.10949997780554672,0.08553543201388705
Background_Noise,1,27,0.13871922218046887,0.05,0.15774531826653007,0.08,4.0,0.2,0.3,0.15,0.15,0.09016482064707151,0.1121809433567031,0.07215739686462162,0.10676015750898561,0.10202350864587474,0.1038689097843292,0.12952863781263763,0.11716455781010734,0.09664732107809933,0.08527583364470401,0.08822552079330873,0.09686670582086943,0.12246277579664314,0.09633316489989698,0.11604764791129298,0.12898805819058787,0.10702141295567993,0.10861457280685448,0.0760785874858229,0.13328333942551707,0.12884799402280211,0.09225079054979911,0.09463029769624612,0.09385927679626895,0.10464337941212634,0.0914127919146706,0.10666762243700274,0.12974513223702105,0.11639755971834817,0.13387701053691195,0.0968822320902244,0.12926282550389948,0.11799399169566621,0.12767854289227193,0.10272672108853799,0.11855933570328113
Background_Noise,1,28,0.1196987019053234,0.05,0.15327567448722196,0.08,4.0,0.2,0.3,0.15,0.15,0.13228055722162105,0.1378247939739374,0.100957344511262,0.12320630999751343,0.14741847671383135,0.07948327413138435,0.1315233672023084,0.0646438458227985,0.10848936649027278,0.14529025889922548,0.15667618183981588,0.11635460176558719,0.11206184339627616,0.12524570464863596,0.1270709812848991,0.12458630494470828,0.10339346242463847,0.13036273467701148,0.11311017684710274,0.1378248347437943,0.11513566898833938,0.1382298960449566,0.1203743998245875,0.12618622626783868,0.1271680468114651,0.08594859849061887,0.10495673669452654,0.14816419559778554,0.06391482008375077,0.11655554506044503,0.11891839595796745,0.11570958594568352,0.11498481261678509,0.09669402414032671,0.10486710995799223,0.07788923248637586
Background_Noise,1,29,0.11970106369878243,0.05,0.1534348262694256,0.08,4.0,0.2,0.3,0.15,0.15,0.1450499807677639,0.12509206414575694,0.10233353916827446,0.12173124288135975,0.10570859450270918,0.10542083172979733,0.12213051125502933,0.1300118966932351,0.07437252586108235,0.11140697994372407,0.09823776928179417,0.0948616094897981,0.1177046669651347,0.09701000686691114,0.10878630038218685,0.10276326030626427,0.10283941490215479,0.13014752138109498,0.09500817852106776,0.09536794666325163,0.09454050960780988,0.16767642948565345,0.12888405606382877,0.10594142066979506,0.10017782479718133,0.08905084711460357,0.10008097479217024,0.11834310942246136,0.14350002628282985,0.10438538468816402,0.1281449048067245,0.07765540437223462,0.07832644303418342,0.1446471526194736,0.11515511997251927,0.12290434873136291
Background_Noise,1,30,0.12732268134412456,0.05,0.135490479957692,0.08,4.0,0.2,0.3,0.15,0.15,0.09501437206596768,0.11496297107170123,0.1365614915547751,0.09566058550402017,0.11687659424806376,0.09716939947356647,0.1295150650139818,0.12386713889505473,0.16050931656548775,0.09039387952628676,0.09779158240305016,0.109541657638896,0.08438194079828785,0.16335355004236513,0.11449923516920292,0.11333028355147735,0.12566707715599834,0.09656356143382909,0.09945734179636757,0.13760150830697201,0.09321875197680544,0.11366487157339761,0.13466005488663668,0.11164463858120807,0.09657330387097057,0.09444395436475583,0.12757580279240488,0.11055817145987337,0.11775480118389287,0.11752017306234562,0.12374422725865282,0.11061972428187121,0.11799887784913378,0.12759105631482956,0.1261800980730468,0.11368485490146607
Background_Noise,1,31,0.10432548371913788,0.05,0.15126145068878274,0.08,4.0,0.2,0.3,0.15,0.15,0.118944924193993,0.10986293761082423,0.10882669890612702,0.1205965470318032,0.09503026391536268,0.12870894259217922,0.07620870149313311,0.10608593763627329,0.1555865669634614,0.1152730819443123,0.1132596827533195,0.12102218219684961,0.14960754554404687,0.14119952704326044,0.14182891176056084,0.1169042014348822,0.11452069892770571,0.06041371076803294,0.1043462518009546,0.10237223714491325,0.1289080196988697,0.10029635229252983,0.08782440375083056,0.12197881751855882,0.10679415178945563,0.11887821179708484,0.12325571839030003,0.10562457850595819,0.09948834645668347,0.11358032443275319,0.09175184865144974,0.09896850256538267,0.08688084869192678,0.08943502333600932,0.11177085697156287,0.12233065852903713
Background_Noise,1,32,0.11142199704330752,0.05,0.15220900533272158,0.08,4.0,0.2,0.3,0.15,0.15,0.13424540778604022,0.09021072230095355,0.10775258115551556,0.10638959800167164,0.12979526039456607,0.10320471909986378,0.07633889769138631,0.14165931502035992,0.11534774757667195,0.10421566681917285,0.09901401035416559,0.12345009328215092,0.0960062441759715,0.10867047116171363,0.16467283925185563,0.13710329716636896,0.12180369504270612,0.09366981290935705,0.1094508751605226,0.10868069032273658,0.12247671385773377,0.11479444322346027,0.12868569484267545,0.07389536276387124,0.13131704905200448,0.09891710666744508,0.14596912352037855,0.06947004351421189,0.10438076607610255,0.12757288785528492,0.08914694881995203,0.16553306199888274,0.1294589877561939,0.1061107755529045,0.10926199335112892,0.07679843240527424
Background_Noise,1,33,0.10964650817663106,0.05,0.15882928314920833,0.08,4.0,0.2,0.3,0.15,0.15,0.14237719177300315,0.10029173828590093,0.1385564129740744,0.12997050557506062,0.11802177842631259,0.057992034700647094,0.09615259452861696,0.14092735600650586,0.1351590729775123,0.08137182126954484,0.15349338000397023,0.11385181870734866,0.09436716598522615,0.09172503496853557,0.0961009562567222,0.11318625799071984,0.098193154130748,0.1113496189521068,0.13364350256683888,0.15156530232018278,0.10006162219204912,0.1327921067005805,0.08579539061891035,0.11453105215374952,0.09257710449675705,0.11843913309581551,0.05504369959990862,0.10976781336154696,0.08670892639432416,0.13785749058748423,0.13887572084308386,0.06861250629719824,0.11343214427831841,0.12115899792332022,0.11539547906218448,0.1014860792388201
Background_Noise,1,34,0.13040261201162992,0.05,0.15318310491342846,0.08,4.0,0.2,0.3,0.15,0.15,0.1253515377972508,0.06018076189778447,0.11217377802102717,0.10691415706033301,0.11257579254429238,0.14002950858831315,0.1170109688026276,0.10556493778675795,0.1191690646555459,0.08568244224366012,0.08724256237255663,0.10615997743245796,0.12419780413912343,0.12025670900879645,0.10463446449267488,0.12819209755347227,0.11132493846496146,0.11703354624924134,0.14044770961368916,0.11592285056935733,0.11329189455503566,0.11528784104277856,0.09403946865055789,0.08220450288121287,0.1162008535236993,0.08157587572497436,0.14116081037485076,0.11176837846577434,0.09850868603492653,0.1376545614154636,0.12565543408411795,0.11380744823045025,0.08730982955288587,0.1059230162427361,0.08520496018891043,0.10568253019676263
Background_Noise,1,35,0.0991422474932174,0.05,0.11175866963793848,0.08,4.0,0.2,0.3,0.15,0.15,0.15487623036352122,0.08675216276303596,0.0953995808789587,0.14005274673270385,0.10198804980832812,0.12871909811221754,0.11061911322079,0.1155336928763869,0.10584547131961436,0.08201357638298858,0.10130458474213877,0.11107730760837249,0.12804353957152798,0.12082235934457887,0.10158036858809177,0.12217783209337381,0.10011295546351823,0.08879560006629206,0.1325865623749464,0.12074263919042254,0.16420896019998316,0.1434349093501893,0.10136820269681948,0.10345586594010847,0.10499937702659301,0.12745371513956114,0.14752514575003212,0.09002852448499143,0.10828318035402684,0.11010603270788857,0.10826037988134876,0.12744867395870701,0.09701060754865606,0.08855411931997302,0.0626413305623926,0.09862635323717263
